Movie	id_cell	Frame	Intensity	Diameter	Division
1	0	80	43.232	56	0
1	0	81	39.892	70	0
1	0	82	39.535	37	1
1	0	83	36.444	47	0
1	0	84	34.436	53	0
1	0	85	33.103	60	0
1	0	86	31.134	64	0
1	0	87	31.364	36	1
1	0	88	29.66	42	0
1	0	89	31.555	44	0
1	0	90	32.287	51	0
1	0	91	32.899	56	0
1	0	92	37.187	62	0
1	0	93	42.622	36	1
1	0	94	43.49	40	0
1	0	95	43.097	46	0
1	0	96	42.709	51	0
1	0	97	44.799	57	0
1	0	98	47.141	64	0
1	0	99	50.481	34	1
1	0	100	46.689	42	0
1	0	101	44.654	53	0
1	0	102	42.444	58	0
1	0	103	47.258	30	1
1	0	104	44.06	36	0
1	0	105	44.155	39	0
1	0	106	41.173	45	0
1	0	107	40.321	50	0
1	0	108	38.977	57	0
1	0	109	35.186	66	0
1	0	110	35.241	35	1
1	0	111	32.344	40	0
1	0	112	31.136	47	0
1	0	113	30.588	52	0
1	0	114	30.058	57	0
1	0	115	29.918	62	0
1	0	116	30.68	73	0
1	0	117	33.997	38	1
1	0	118	32.072	51	0
1	0	119	33.054	57	0
1	0	120	33.782	65	0
1	0	121	34.797	72	0
1	0	122	36.971	34	1
1	0	123	35.544	41	0
1	0	124	35.378	45	0
1	0	125	33.199	52	0
1	0	126	32.785	62	0
1	0	127	37.027	32	1
1	0	128	36.759	38	0
1	0	129	37.243	42	0
1	0	130	36.606	48	0
1	0	131	36.126	53	0
1	0	132	34.276	63	0
1	0	133	31.65	73	0
1	0	134	30.348	50	1
1	0	135	29.42	50	0
1	0	136	27.484	53	0
1	0	137	25.447	71	0
1	0	138	24.657	82	0
1	0	139	27.806	48	1
1	0	140	29.159	52	0
1	1	1	25.706	44	0
1	1	2	24.099	51	0
1	1	3	26.905	29	1
1	1	4	24.866	35	0
1	1	5	23.982	38	0
1	1	6	22.528	46	0
1	1	7	21.859	48	0
1	1	8	21.285	53	0
1	1	9	19.99	65	0
1	1	10	22.182	36	1
1	1	11	21.562	39	0
1	1	12	20.75	45	0
1	1	13	20.081	50	0
1	1	14	19.336	58	0
1	1	15	18.821	67	0
1	1	16	20.395	43	1
1	1	17	20.806	41	0
1	1	18	19.968	54	0
1	1	19	19.535	62	0
1	1	20	19.46	63	0
1	1	21	22.571	31	1
1	1	22	21.584	37	0
1	1	23	20.645	42	0
1	1	24	19.573	51	0
1	1	25	22.846	28	1
1	1	26	22.005	32	0
1	1	27	20.176	43	0
1	1	28	19.477	48	0
1	1	29	18.862	56	0
1	1	30	21.592	33	1
1	1	31	20.711	38	0
1	1	32	19.82	44	0
1	1	33	19.012	52	0
1	1	34	18.379	59	0
1	1	35	18.004	68	0
1	1	36	20.453	39	1
1	1	37	21.192	33	0
1	1	38	20.424	39	0
1	1	39	18.809	54	0
1	1	40	18.824	53	0
1	1	41	22.288	28	1
1	1	42	20.012	41	0
1	1	43	19.273	48	0
1	1	44	16.745	109	0
1	1	45	21.373	32	1
1	1	46	20.659	38	0
1	1	47	19.967	44	0
1	1	48	19.131	51	0
1	1	49	18.588	57	0
1	1	50	18.312	64	0
1	1	51	17.772	75	0
1	1	52	19.123	48	1
1	1	53	18.575	57	0
1	1	54	18.434	58	0
1	1	55	18.002	66	0
1	1	56	17.506	78	0
1	1	57	19.876	43	1
1	1	58	19.572	46	0
1	1	59	18.653	56	0
1	1	60	18.277	65	0
1	1	61	18.634	76	0
1	1	62	23.029	43	1
1	1	63	24.83	48	0
1	1	64	26.468	54	0
1	1	65	26.895	62	0
1	1	66	26.806	72	0
1	1	67	26.558	85	0
1	1	68	27.121	49	1
1	1	69	26.722	55	0
1	1	70	26.874	64	0
1	1	71	32.025	73	0
1	1	72	37.923	45	1
1	1	73	44.312	49	0
1	1	74	46.949	51	0
1	1	75	49.809	64	0
1	1	76	49.027	74	0
1	1	77	55.675	40	1
1	1	78	55.544	48	0
1	1	79	52.371	56	0
1	1	80	54.348	61	0
1	1	81	56.163	70	0
1	1	82	59.108	78	0
1	1	83	59.928	92	0
1	1	84	57.03	104	0
1	1	85	54.715	68	1
1	1	86	51.801	76	0
1	1	87	52.558	85	0
1	1	88	54.723	97	0
1	1	89	58.232	59	1
1	1	90	60.098	64	0
1	1	91	59.255	76	0
1	1	92	60.087	43	1
1	1	93	60.23	47	0
1	1	94	57.53	53	0
1	1	95	56.986	59	0
1	1	96	53.704	67	0
1	1	97	53.438	40	1
1	1	98	48.942	46	0
1	1	99	47.428	52	0
1	1	100	43.14	60	0
1	1	101	44.772	38	1
1	1	102	40.926	40	0
1	1	103	38.804	47	0
1	1	104	35.38	53	0
1	1	105	32.492	60	0
1	1	106	31.527	37	1
1	1	107	29.699	41	0
1	1	108	27.954	46	0
1	1	109	25.842	52	0
1	1	110	24.438	61	0
1	1	111	25.936	35	1
1	1	112	24.493	41	0
1	1	113	23.411	45	0
1	1	114	22.527	51	0
1	1	115	22.089	57	0
1	1	116	25.318	31	1
1	1	117	24.739	36	0
1	1	118	23.921	41	0
1	1	119	23.675	46	0
1	1	120	23.06	53	0
1	1	121	23.124	59	0
1	1	122	25.81	34	1
1	1	123	25.429	35	0
1	1	124	21.998	87	0
1	1	125	21.399	97	0
1	1	126	20.652	112	0
1	1	127	21.476	65	1
1	1	128	20.442	79	0
1	1	129	21.967	44	1
1	1	130	21.322	49	0
1	1	131	20.556	55	0
1	1	132	19.923	62	0
1	1	133	19.246	71	0
1	1	134	18.659	82	0
1	1	135	18.441	92	0
1	1	136	20.319	47	1
1	1	137	19.56	55	0
1	1	138	19.017	62	0
1	1	139	20.529	42	1
1	1	140	19.772	47	0
1	2	1	19.993	46	0
1	2	2	19.524	52	0
1	2	3	18.579	63	0
1	2	4	18.068	74	0
1	2	5	20.382	41	1
1	2	6	19.514	48	0
1	2	7	18.781	55	0
1	2	8	18.269	64	0
1	2	9	17.862	72	0
1	2	10	20.232	39	1
1	2	11	19.271	47	0
1	2	12	18.669	55	0
1	2	13	18.212	60	0
1	2	14	17.174	83	0
1	2	15	20.019	40	1
1	2	16	18.783	52	0
1	2	17	18.767	51	0
1	2	18	17.713	69	0
1	2	19	19.812	42	1
1	2	20	19.142	48	0
1	2	21	19.461	44	0
1	2	22	18.927	51	0
1	2	23	18.238	60	0
1	2	24	17.604	71	0
1	2	25	20.501	36	1
1	2	26	19.584	44	0
1	2	27	19.154	48	0
1	2	28	18.243	57	0
1	2	29	21.972	29	1
1	2	30	20.671	36	0
1	2	31	20.236	39	0
1	2	32	19.441	45	0
1	2	33	18.699	52	0
1	2	34	18.001	62	0
1	2	35	17.574	72	0
1	2	36	19.967	41	1
1	2	37	19.224	46	0
1	2	38	18.645	55	0
1	2	39	18.077	64	0
1	2	40	20.711	35	1
1	2	41	20.157	38	0
1	2	42	19.497	45	0
1	2	43	18.55	56	0
1	2	44	18.198	60	0
1	2	45	17.547	71	0
1	2	46	20.142	40	1
1	2	47	19.351	47	0
1	2	48	18.599	54	0
1	2	49	18.156	59	0
1	2	50	17.952	67	0
1	2	51	17.501	78	0
1	2	52	16.936	90	0
1	2	53	18.881	51	1
1	2	54	18.196	60	0
1	2	55	17.834	67	0
1	2	56	19.039	48	0
1	2	57	18.731	53	0
1	2	58	18.91	51	0
1	2	59	17.729	66	0
1	2	60	17.683	71	0
1	2	61	17.455	82	0
1	2	62	19.517	45	1
1	2	63	18.982	49	0
1	2	64	18.633	54	0
1	2	65	18.186	62	0
1	2	66	17.705	74	0
1	2	67	19.696	42	1
1	2	68	19.831	42	0
1	2	69	16.85	110	0
1	2	70	18.419	59	1
1	2	71	22.226	29	1
1	2	72	20.304	38	0
1	2	73	19.42	46	0
1	2	74	18.917	52	0
1	2	75	17.99	71	0
1	2	76	19.941	40	1
1	2	77	17.435	81	0
1	2	78	19.982	42	1
1	2	79	19.374	47	0
1	2	80	18.634	55	0
1	2	81	18.184	64	0
1	2	82	20.774	36	1
1	2	83	19.494	45	0
1	2	84	19.519	45	0
1	2	85	18.971	52	0
1	2	86	21.853	31	1
1	2	87	20.728	36	0
1	2	88	19.931	42	0
1	2	89	19.287	49	0
1	2	90	18.82	55	0
1	2	91	18.172	64	0
1	2	92	20.934	35	1
1	2	93	19.944	42	0
1	2	94	19.529	46	0
1	2	95	18.925	52	0
1	2	96	18.366	59	0
1	2	97	17.649	78	0
1	2	98	19.346	48	1
1	2	99	19.223	48	0
1	2	100	16.784	108	0
1	2	101	18.355	62	1
1	2	102	20.85	36	1
1	2	103	19.964	42	0
1	2	104	19.237	49	0
1	2	105	18.844	54	0
1	2	106	18.175	61	0
1	2	107	17.813	72	0
1	2	108	20.445	39	1
1	2	109	19.554	46	0
1	2	110	18.993	52	0
1	2	111	18.427	60	0
1	2	112	18.125	68	0
1	2	113	20.981	35	1
1	2	114	20.172	40	0
1	2	115	19.783	44	0
1	2	116	19.017	51	0
1	2	117	18.484	58	0
1	2	118	21.15	34	1
1	2	119	20.171	40	0
1	2	120	19.568	44	0
1	2	121	19.075	50	0
1	2	122	17.917	67	0
1	2	123	20.179	40	1
1	2	124	19.525	44	0
1	2	125	19.298	48	0
1	2	126	18.747	54	0
1	2	127	18.251	62	0
1	2	128	17.879	73	0
1	2	129	17.496	84	0
1	2	130	19.456	49	1
1	2	131	19.848	46	0
1	2	132	19.341	63	0
1	2	133	20.055	71	0
1	2	134	22.56	45	1
1	2	135	22.587	52	0
1	2	136	22.319	55	0
1	2	137	21.577	66	0
1	2	138	21.71	63	0
1	2	139	24.435	33	1
1	2	140	22.616	40	0
1	3	1	39.171	31	0
1	3	2	36.337	34	0
1	3	3	35.901	35	0
1	3	4	32.738	41	0
1	3	5	29.26	60	0
1	3	6	27.433	69	0
1	3	7	29.175	32	1
1	3	8	26.82	43	0
1	3	9	25.101	48	0
1	3	10	24.009	53	0
1	3	11	23.002	61	0
1	3	12	22.435	67	0
1	3	13	21.564	76	0
1	3	14	20.628	87	0
1	3	15	21.789	56	1
1	3	16	21.089	59	0
1	3	17	20.291	66	0
1	3	18	22.056	40	1
1	3	19	21.084	46	0
1	3	20	20.352	51	0
1	3	21	19.453	59	0
1	3	22	19.184	66	0
1	3	23	18.59	75	0
1	3	24	18.135	86	0
1	3	25	18.138	103	0
1	3	26	20.509	57	1
1	3	27	21.077	62	0
1	3	28	22.024	71	0
1	3	29	24.095	82	0
1	3	30	25.426	86	0
1	3	31	29.014	46	1
1	3	32	29.985	54	0
1	3	33	34.516	64	0
1	3	34	39.084	34	1
1	3	35	39.478	37	0
1	3	36	39.452	46	0
1	3	37	38.677	50	0
1	3	38	39.41	59	0
1	3	39	36.43	42	0
1	3	40	36.544	49	0
1	3	41	35.885	56	0
1	3	42	37.16	64	0
1	3	43	38.094	71	0
1	3	44	37.801	81	0
1	3	45	39.3	45	1
1	3	46	42.118	52	0
1	3	47	48.078	59	0
1	3	48	50.258	65	0
1	3	49	50.218	76	0
1	3	50	47.204	48	1
1	3	51	44.297	54	0
1	3	52	42.3	60	0
1	3	53	38.641	70	0
1	3	54	39.441	41	1
1	3	55	36.926	45	0
1	3	56	36.433	52	0
1	3	57	37.109	57	0
1	3	58	37.24	65	0
1	3	59	39.522	39	1
1	3	60	38.295	46	0
1	3	61	38.8	53	0
1	3	62	38.561	61	0
1	3	63	36.865	69	0
1	3	64	35.203	80	0
1	3	65	38.898	46	1
1	3	66	41.937	52	0
1	3	67	44.009	59	0
1	3	68	42.161	68	0
1	3	69	41.714	78	0
1	3	70	41.886	47	1
1	3	71	44.847	54	0
1	3	72	44.085	60	0
1	3	73	44.39	69	0
1	3	74	39.869	80	0
1	3	75	38.817	92	0
1	3	76	35.785	54	1
1	3	77	35.451	60	0
1	3	78	35.029	68	0
1	3	79	34.508	75	0
1	3	80	37.52	86	0
1	3	81	40.632	57	1
1	3	82	42.886	59	0
1	3	83	44.169	66	0
1	3	84	42.066	76	0
1	3	85	40.499	50	1
1	3	86	40.231	54	0
1	3	87	40.132	59	0
1	3	88	41.543	56	0
1	3	89	41.368	64	0
1	3	90	40.05	36	1
1	3	91	38.48	38	0
1	3	92	36.795	46	0
1	3	93	36.438	51	0
1	3	94	38.089	58	0
1	3	95	45.474	29	1
1	3	96	47.901	36	0
1	3	97	50.684	41	0
1	3	98	52.007	45	0
1	3	99	53.822	52	0
1	3	100	55.465	58	0
1	3	101	66.131	32	1
1	3	102	66.205	38	0
1	3	103	66.061	53	0
1	3	104	65.542	50	0
1	3	105	61.569	67	0
1	3	106	61.112	75	0
1	3	107	63.985	84	0
1	3	108	66.073	46	1
1	3	109	64.623	51	0
1	3	110	67.045	56	0
1	3	111	65.007	61	0
1	3	112	62.421	67	0
1	3	113	58.664	76	0
1	3	114	54.867	47	1
1	3	115	50.176	52	0
1	3	116	47.927	62	0
1	3	117	51.596	49	0
1	3	118	46.623	73	0
1	3	119	49.506	62	0
1	3	120	48.468	73	0
1	3	121	47.242	85	0
1	3	122	46.773	41	1
1	3	123	44.794	42	0
1	3	124	42.596	53	0
1	3	125	36.53	82	0
1	3	126	35.061	50	1
1	3	127	33.685	56	0
1	3	128	31.174	67	0
1	3	129	28.947	73	0
1	3	130	27.375	83	0
1	3	131	25.771	95	0
1	3	132	24.459	107	0
1	3	133	23.766	67	1
1	3	134	22.735	73	0
1	3	135	21.803	89	0
1	3	136	20.665	102	0
1	3	137	19.868	120	0
1	3	138	20.42	74	1
1	3	139	20.667	83	0
1	3	140	22.385	93	0
1	4	1	22.515	40	0
1	4	2	24.218	31	0
1	4	3	20.977	52	0
1	4	4	20.528	55	0
1	4	5	19.881	63	0
1	4	6	19.184	73	0
1	4	7	21.67	37	1
1	4	8	20.524	46	0
1	4	9	19.587	54	0
1	4	10	19.161	58	0
1	4	11	18.644	66	0
1	4	12	18.324	75	0
1	4	13	19.459	49	1
1	4	14	19.056	54	0
1	4	15	18.877	60	0
1	4	16	18.284	70	0
1	4	17	17.927	78	0
1	4	18	19.938	44	1
1	4	19	19.71	47	0
1	4	20	19.269	51	0
1	4	21	18.59	58	0
1	4	22	18.397	64	0
1	4	23	17.942	71	0
1	4	24	17.383	83	0
1	4	25	17.048	100	0
1	4	26	17.09	108	0
1	4	27	16.948	123	0
1	4	28	18.713	56	1
1	4	29	19.499	54	0
1	4	30	18.942	73	0
1	4	31	19.932	83	0
1	4	32	22.038	52	1
1	4	33	22.521	60	0
1	4	34	22.701	66	0
1	4	35	23.633	66	0
1	4	36	23.662	76	0
1	4	37	22.305	87	0
1	4	38	24.066	48	1
1	4	39	22.491	55	0
1	4	40	21.546	63	0
1	4	41	20.423	73	0
1	4	42	19.893	86	0
1	4	43	21.199	49	1
1	4	44	20.406	55	0
1	4	45	19.549	63	0
1	4	46	22.812	32	1
1	4	47	21.121	42	0
1	4	48	19.314	58	0
1	4	49	20.148	47	0
1	4	50	18.594	71	0
1	4	51	22.6	30	1
1	4	52	19.632	48	0
1	4	53	16.634	208	0
1	4	54	18.861	61	1
1	4	55	19.452	69	0
1	4	56	23.047	76	0
1	4	57	26.724	88	0
1	4	58	30.35	53	1
1	4	59	34.042	57	0
1	4	60	35.706	63	0
1	4	61	37.77	71	0
1	4	62	39.025	46	1
1	4	63	38.361	49	0
1	4	64	35.899	56	0
1	4	65	37.165	51	0
1	4	66	33.148	69	0
1	4	67	32.91	69	0
1	4	68	31.79	77	0
1	4	69	31.765	53	1
1	4	70	34.242	48	0
1	4	71	35.294	54	0
1	4	72	32.46	71	0
1	4	73	33.6	43	1
1	4	74	31.233	50	0
1	4	75	31.035	57	0
1	4	76	28.722	63	0
1	4	77	27.713	71	0
1	4	78	26.051	82	0
1	4	79	24.752	92	0
1	4	80	26.253	58	1
1	4	81	26.747	65	0
1	4	82	27.1	75	0
1	4	83	28.649	85	0
1	4	84	30.268	98	0
1	4	85	32.231	110	0
1	4	86	32.71	71	1
1	4	87	32.269	82	0
1	4	88	32.014	91	0
1	4	89	31.42	104	0
1	4	90	29.897	116	0
1	4	91	29.459	76	1
1	4	92	28.737	87	0
1	4	93	28.61	96	0
1	4	94	28.868	108	0
1	4	95	30.71	67	1
1	4	96	32.107	75	0
1	4	97	34.484	83	0
1	4	98	36.461	95	0
1	4	99	38.332	60	1
1	4	100	38.902	68	0
1	4	101	41.895	75	0
1	4	102	40.962	84	0
1	4	103	42.647	47	1
1	4	104	43.947	55	0
1	4	105	45.004	60	0
1	4	106	44.737	66	0
1	4	107	45.625	73	0
1	4	108	44.894	44	1
1	4	109	42.218	49	0
1	4	110	43.303	55	0
1	4	111	42.308	60	0
1	4	112	43.039	65	0
1	4	113	42.547	72	0
1	4	114	41.586	42	1
1	4	115	39.544	48	0
1	4	116	38.627	55	0
1	4	117	39.92	61	0
1	4	118	40.065	68	0
1	4	119	41.253	78	0
1	4	120	41.933	47	1
1	4	121	42.308	56	0
1	4	122	41.435	63	0
1	4	123	42.97	71	0
1	4	124	48.577	79	0
1	4	125	49.529	50	1
1	4	126	50.042	53	0
1	4	127	50.064	61	0
1	4	128	48.274	68	0
1	4	129	43.93	74	0
1	4	130	42.616	85	0
1	4	131	40.081	51	1
1	4	132	38.654	58	0
1	4	133	36.934	64	0
1	4	134	38.277	73	0
1	4	135	38.13	42	1
1	4	136	36.511	52	0
1	4	137	38.222	60	0
1	4	138	39.249	65	0
1	4	139	40.342	72	0
1	4	140	41.224	43	1
1	5	1	16.37	117	0
1	5	2	19.058	154	0
1	5	3	16.766	101	1
1	5	4	17.292	84	0
1	5	5	17.689	75	0
1	5	6	20.313	121	0
1	5	7	18.01	67	1
1	5	8	19.871	42	1
1	5	9	21.584	61	0
1	5	10	28.569	16	1
1	5	11	26.156	34	0
1	5	12	26.356	33	0
1	5	13	22.45	126	0
1	5	14	24.399	39	1
1	5	15	24.129	40	0
1	5	16	23.166	43	0
1	5	17	22.202	49	0
1	5	18	23.765	33	1
1	5	19	23.94	31	0
1	5	20	22.203	39	0
1	5	21	22.053	38	0
1	5	22	21.283	45	0
1	5	23	20.416	50	0
1	5	24	19.852	55	0
1	5	25	19.431	60	0
1	5	26	19.315	65	0
1	5	27	21.205	39	1
1	5	28	21.017	39	0
1	5	29	20.08	47	0
1	5	30	19.926	49	0
1	5	31	19.143	59	0
1	5	32	18.922	60	0
1	5	33	18.271	71	0
1	5	34	17.762	80	0
1	5	35	19.482	48	1
1	5	36	19.073	55	0
1	5	37	18.337	62	0
1	5	38	18.186	69	0
1	5	39	17.667	81	0
1	5	40	19.47	46	1
1	5	41	18.698	54	0
1	5	42	18.397	61	0
1	5	43	18.022	68	0
1	5	44	17.514	78	0
1	5	45	17.044	91	0
1	5	46	18.825	54	1
1	5	47	18.531	59	0
1	5	48	17.899	67	0
1	5	49	17.459	76	0
1	5	50	17.19	91	0
1	5	51	18.729	54	1
1	5	52	18.149	60	0
1	5	53	17.87	69	0
1	5	54	17.515	76	0
1	5	55	17.106	88	0
1	5	56	18.422	57	1
1	5	57	18.148	64	0
1	5	58	17.756	72	0
1	5	59	17.249	83	0
1	5	60	18.911	51	1
1	5	61	18.63	57	0
1	5	62	17.951	69	0
1	5	63	17.606	75	0
1	5	64	19.615	44	1
1	5	65	19.015	51	0
1	5	66	18.601	58	0
1	5	67	18.065	65	0
1	5	68	17.637	76	0
1	5	69	17.54	84	0
1	5	70	19.092	51	1
1	5	71	18.472	60	0
1	5	72	17.806	70	0
1	5	73	17.469	80	0
1	5	74	19.311	47	1
1	5	75	18.955	53	0
1	5	76	18.193	60	0
1	5	77	17.846	69	0
1	5	78	19.917	42	1
1	5	79	19.259	47	0
1	5	80	18.853	51	0
1	5	81	18.528	57	0
1	5	82	18.129	64	0
1	5	83	17.63	73	0
1	5	84	19.262	47	1
1	5	85	18.972	51	0
1	5	86	18.686	56	0
1	5	87	17.965	66	0
1	5	88	17.721	74	0
1	5	89	17.405	84	0
1	5	90	17.183	94	0
1	5	91	16.82	107	0
1	5	92	17.945	67	1
1	5	93	17.667	75	0
1	5	94	17.406	84	0
1	5	95	16.932	98	0
1	5	96	18.079	63	1
1	5	97	17.842	72	0
1	5	98	21.194	34	1
1	5	99	19.224	48	0
1	5	100	18.71	54	0
1	5	101	18.44	61	0
1	5	102	18.019	69	0
1	5	103	17.66	78	0
1	5	104	19.14	51	1
1	5	105	18.835	55	0
1	5	106	18.292	61	0
1	5	107	17.994	70	0
1	5	108	17.743	80	0
1	5	109	19.344	49	1
1	5	110	18.798	55	0
1	5	111	18.225	65	0
1	5	112	18.096	69	0
1	5	113	17.706	79	0
1	5	114	19.573	45	1
1	5	115	18.945	54	0
1	5	116	18.328	62	0
1	5	117	18.024	67	0
1	5	118	17.717	78	0
1	5	119	17.356	89	0
1	5	120	17.017	103	0
1	5	121	18.438	61	1
1	5	122	18.032	68	0
1	5	123	17.743	78	0
1	5	124	19.243	48	1
1	5	125	18.959	53	0
1	5	126	18.584	58	0
1	5	127	18.112	66	0
1	5	128	17.926	73	0
1	5	129	17.542	80	0
1	5	130	17.299	92	0
1	5	131	16.969	101	0
1	5	132	16.805	115	0
1	5	133	16.627	126	0
1	5	134	16.313	146	0
1	5	135	20.084	41	1
1	5	136	16.026	181	0
1	5	137	16.117	194	0
1	5	138	18.217	63	1
1	5	139	21.552	32	1
1	5	140	18.202	63	0
1	6	1	26.371	70	0
1	6	2	25.242	80	0
1	6	3	24.371	92	0
1	6	4	24.534	53	1
1	6	5	23.458	60	0
1	6	6	22.473	67	0
1	6	7	21.385	75	0
1	6	8	20.616	87	0
1	6	9	21.61	50	1
1	6	10	20.836	55	0
1	6	11	20.244	62	0
1	6	12	19.671	69	0
1	6	13	19.079	79	0
1	6	14	21.084	43	1
1	6	15	20.194	55	0
1	6	16	19.95	60	0
1	6	17	19.822	67	0
1	6	18	20.733	78	0
1	6	19	24.328	45	1
1	6	20	26.495	51	0
1	6	21	27.855	55	0
1	6	22	30.706	61	0
1	6	23	29.869	69	0
1	6	24	32.325	32	1
1	6	25	31.492	44	0
1	6	26	34.43	49	0
1	6	27	36.58	55	0
1	6	28	38.394	62	0
1	6	29	40.936	66	0
1	6	30	41.615	37	1
1	6	31	43.994	40	0
1	6	32	43.532	45	0
1	6	33	49.443	51	0
1	6	34	47.897	64	0
1	6	35	47.19	39	1
1	6	36	46.761	49	0
1	6	37	46.679	43	0
1	6	38	49.608	51	0
1	6	39	46.864	57	0
1	6	40	46.232	72	0
1	6	41	46.005	37	1
1	6	42	44.359	50	0
1	6	43	46.351	50	0
1	6	44	48.685	52	0
1	6	45	43.257	61	0
1	6	46	43.8	55	0
1	6	47	43.003	64	0
1	6	48	41.033	63	0
1	6	49	41.231	62	0
1	6	50	40.712	54	0
1	6	51	37.975	61	0
1	6	52	37.896	55	0
1	6	53	35.427	54	0
1	6	54	36.348	54	0
1	6	55	34.701	54	0
1	6	56	34.594	54	0
1	6	57	33.359	53	0
1	6	58	32.22	53	0
1	6	59	31.954	52	0
1	6	60	31.241	54	0
1	6	61	31.082	53	0
1	6	62	30.18	53	0
1	6	63	29.009	52	0
1	6	64	28.152	51	0
1	6	65	27.506	52	0
1	6	66	27.166	51	0
1	6	67	26.328	55	0
1	6	68	26.272	51	0
1	6	69	26.851	48	0
1	6	70	26.231	48	0
1	6	71	26.09	48	0
1	6	72	25.873	43	0
1	6	73	25.809	46	0
1	6	74	30.913	19	0
1	6	75	22.485	43	0
1	6	76	23.607	34	0
1	6	77	27.51	20	1
1	6	78	27.298	21	0
1	6	79	26.348	22	0
1	6	80	26.57	22	0
1	6	81	25.796	24	0
1	6	82	26.148	22	0
1	6	83	24.746	25	0
1	6	84	24.768	25	0
1	6	85	26.386	21	0
1	6	86	24.804	25	0
1	6	87	25.313	23	0
1	6	88	23.082	36	0
1	6	89	22.903	36	0
1	6	90	23.694	42	0
1	6	91	22.771	35	0
1	6	92	23.167	42	0
1	6	93	22.854	34	0
1	6	94	22.693	35	0
1	6	95	22.709	33	0
1	6	96	23.023	33	0
1	6	97	22.569	35	0
1	6	98	22.999	34	0
1	6	99	22.696	34	0
1	6	100	23.408	32	0
1	6	101	23.077	33	0
1	6	102	23.179	34	0
1	6	103	23.839	31	0
1	6	104	22.742	36	0
1	6	105	23.626	41	0
1	6	106	22.751	37	0
1	6	107	22.415	36	0
1	6	108	22.764	37	0
1	6	109	23.181	34	0
1	6	110	22.704	35	0
1	6	111	22.7	34	0
1	6	112	21.863	38	0
1	6	113	23.017	36	0
1	6	114	22.887	35	0
1	6	115	23.311	37	0
1	6	116	22.751	34	0
1	6	117	22.957	36	0
1	6	118	22.624	36	0
1	6	119	22.68	35	0
1	6	120	22.604	37	0
1	6	121	22.727	37	0
1	6	122	23.042	37	0
1	6	123	23.151	35	0
1	6	124	22.907	34	0
1	6	125	22.428	37	0
1	6	126	22.781	32	0
1	6	127	22.447	34	0
1	6	128	22.389	37	0
1	6	129	22.07	35	0
1	6	130	22.078	37	0
1	6	131	22.319	36	0
1	6	132	21.983	39	0
1	6	133	22.029	36	0
1	6	134	22.137	38	0
1	6	135	21.504	37	0
1	6	136	21.285	37	0
1	6	137	21.245	39	0
1	6	138	21.514	37	0
1	6	139	21.356	39	0
1	6	140	21.646	36	0
1	7	1	23.577	49	0
1	7	2	22.648	54	0
1	7	3	22.096	59	0
1	7	4	23.849	34	1
1	7	5	22.796	39	0
1	7	6	21.789	44	0
1	7	7	21.116	47	0
1	7	8	20.446	54	0
1	7	9	19.639	61	0
1	7	10	18.995	68	0
1	7	11	20.64	43	1
1	7	12	20.223	46	0
1	7	13	17.481	103	0
1	7	14	18.725	61	1
1	7	15	22.325	30	1
1	7	16	19.984	44	0
